CUPS;FECHA MEDIDA;TIPO MEDIDA;PERIODO;CONSUMO
ES0339000001000016DJ;30/04/2014;Activa;1;2280
ES0339000001000016DJ;30/04/2014;Potencia;1;6
ES0339000001000016DJ;30/04/2014;Reactiva;1;111
ES0339000001000016DJ;31/03/2014;Activa;1;1612
ES0339000001000016DJ;31/03/2014;Potencia;1;6
ES0339000001000016DJ;31/03/2014;Reactiva;1;79
ES0339000001000016DJ;28/02/2014;Activa;1;1673
ES0339000001000016DJ;28/02/2014;Potencia;1;5
ES0339000001000016DJ;28/02/2014;Reactiva;1;41
ES0339000001000016DJ;31/01/2014;Activa;1;2042
ES0339000001000016DJ;31/01/2014;Potencia;1;7
ES0339000001000016DJ;31/01/2014;Reactiva;1;35
ES0339000001000016DJ;31/12/2013;Activa;1;2100
ES0339000001000016DJ;31/12/2013;Potencia;1;7
ES0339000001000016DJ;31/12/2013;Reactiva;1;36
ES0339000001000016DJ;30/11/2013;Activa;1;1900
ES0339000001000016DJ;30/11/2013;Potencia;1;6
ES0339000001000016DJ;30/11/2013;Reactiva;1;51
ES0339000001000019DQ;30/09/2015;Activa;1;451
ES0339000001000019DQ;30/09/2015;Activa;2;1775
ES0339000001000019DQ;30/09/2015;Potencia;1;7
ES0339000001000019DQ;30/09/2015;Potencia;2;7
ES0339000001000019DQ;30/09/2015;Reactiva;1;0
ES0339000001000019DQ;30/09/2015;Reactiva;2;0
ES0339000001000019DQ;31/08/2015;Activa;1;273
ES0339000001000019DQ;31/08/2015;Activa;2;1777
ES0339000001000019DQ;31/08/2015;Potencia;1;7
ES0339000001000019DQ;31/08/2015;Potencia;2;6
ES0339000001000019DQ;31/08/2015;Reactiva;1;0
ES0339000001000019DQ;31/08/2015;Reactiva;2;0
ES0339000001000019DQ;31/07/2015;Activa;1;183
ES0339000001000019DQ;31/07/2015;Activa;2;1704
ES0339000001000019DQ;31/07/2015;Potencia;1;7
ES0339000001000019DQ;31/07/2015;Potencia;2;6
ES0339000001000019DQ;31/07/2015;Reactiva;1;0
ES0339000001000019DQ;31/07/2015;Reactiva;2;0
ES0339000001000019DQ;30/06/2015;Activa;1;178
ES0339000001000019DQ;30/06/2015;Activa;2;1618
ES0339000001000019DQ;30/06/2015;Potencia;1;8
ES0339000001000019DQ;30/06/2015;Potencia;2;6
ES0339000001000019DQ;30/06/2015;Reactiva;1;0
ES0339000001000019DQ;30/06/2015;Reactiva;2;0
ES0339000001000019DQ;31/05/2015;Activa;1;263
ES0339000001000019DQ;31/05/2015;Activa;2;1708
ES0339000001000019DQ;31/05/2015;Potencia;1;8
ES0339000001000019DQ;31/05/2015;Potencia;2;7
ES0339000001000019DQ;31/05/2015;Reactiva;1;0
ES0339000001000019DQ;31/05/2015;Reactiva;2;0
ES0339000001000019DQ;30/04/2015;Activa;1;359
ES0339000001000019DQ;30/04/2015;Activa;2;1756
ES0339000001000019DQ;30/04/2015;Potencia;1;7
ES0339000001000019DQ;30/04/2015;Potencia;2;7
ES0339000001000019DQ;30/04/2015;Reactiva;1;0
ES0339000001000019DQ;30/04/2015;Reactiva;2;0
ES0339000001000019DQ;31/03/2015;Activa;1;478
ES0339000001000019DQ;31/03/2015;Activa;2;1949
ES0339000001000019DQ;31/03/2015;Potencia;1;7
ES0339000001000019DQ;31/03/2015;Potencia;2;7
ES0339000001000019DQ;31/03/2015;Reactiva;1;0
ES0339000001000019DQ;31/03/2015;Reactiva;2;0
ES0339000001000019DQ;28/02/2015;Activa;1;532
ES0339000001000019DQ;28/02/2015;Activa;2;1899
ES0339000001000019DQ;28/02/2015;Potencia;1;11
ES0339000001000019DQ;28/02/2015;Potencia;2;10
ES0339000001000019DQ;28/02/2015;Reactiva;1;0
ES0339000001000019DQ;28/02/2015;Reactiva;2;0
ES0339000001000019DQ;31/01/2015;Activa;1;750
ES0339000001000019DQ;31/01/2015;Activa;2;2444
ES0339000001000019DQ;31/01/2015;Potencia;1;11
ES0339000001000019DQ;31/01/2015;Potencia;2;10
ES0339000001000019DQ;31/01/2015;Reactiva;1;0
ES0339000001000019DQ;31/01/2015;Reactiva;2;0
ES0339000001000019DQ;31/12/2014;Activa;1;946
ES0339000001000019DQ;31/12/2014;Activa;2;2636
ES0339000001000019DQ;31/12/2014;Potencia;1;11
ES0339000001000019DQ;31/12/2014;Potencia;2;10
ES0339000001000019DQ;31/12/2014;Reactiva;1;0
ES0339000001000019DQ;31/12/2014;Reactiva;2;0
ES0339000001000019DQ;30/11/2014;Activa;1;728
ES0339000001000019DQ;30/11/2014;Activa;2;2002
ES0339000001000019DQ;30/11/2014;Potencia;1;7
ES0339000001000019DQ;30/11/2014;Potencia;2;7
ES0339000001000019DQ;30/11/2014;Reactiva;1;0
ES0339000001000019DQ;30/11/2014;Reactiva;2;0
ES0339000001000019DQ;31/10/2014;Activa;1;645
ES0339000001000019DQ;31/10/2014;Activa;2;1967
ES0339000001000019DQ;31/10/2014;Potencia;1;7
ES0339000001000019DQ;31/10/2014;Potencia;2;7
ES0339000001000019DQ;31/10/2014;Reactiva;1;0
ES0339000001000019DQ;31/10/2014;Reactiva;2;0
ES0339000001000019DQ;30/09/2014;Activa;1;459
ES0339000001000019DQ;30/09/2014;Activa;2;1820
ES0339000001000019DQ;30/09/2014;Potencia;1;8
ES0339000001000019DQ;30/09/2014;Potencia;2;7
ES0339000001000019DQ;30/09/2014;Reactiva;1;0
ES0339000001000019DQ;30/09/2014;Reactiva;2;0
ES0339000001000019DQ;31/08/2014;Activa;1;293
ES0339000001000019DQ;31/08/2014;Activa;2;1851
ES0339000001000019DQ;31/08/2014;Potencia;1;8
ES0339000001000019DQ;31/08/2014;Potencia;2;7
ES0339000001000019DQ;31/08/2014;Reactiva;1;0
ES0339000001000019DQ;31/08/2014;Reactiva;2;0
ES0339000001000019DQ;31/07/2014;Activa;1;200
ES0339000001000019DQ;31/07/2014;Activa;2;1782
ES0339000001000019DQ;31/07/2014;Potencia;1;8
ES0339000001000019DQ;31/07/2014;Potencia;2;7
ES0339000001000019DQ;31/07/2014;Reactiva;1;0
ES0339000001000019DQ;31/07/2014;Reactiva;2;0
ES0339000001000019DQ;30/06/2014;Activa;1;194
ES0339000001000019DQ;30/06/2014;Activa;2;1677
ES0339000001000019DQ;30/06/2014;Potencia;1;8
ES0339000001000019DQ;30/06/2014;Potencia;2;7
ES0339000001000019DQ;30/06/2014;Reactiva;1;0
ES0339000001000019DQ;30/06/2014;Reactiva;2;0
ES0339000001000019DQ;31/05/2014;Activa;1;275
ES0339000001000019DQ;31/05/2014;Activa;2;1730
ES0339000001000019DQ;31/05/2014;Potencia;1;8
ES0339000001000019DQ;31/05/2014;Potencia;2;7
ES0339000001000019DQ;31/05/2014;Reactiva;1;0
ES0339000001000019DQ;31/05/2014;Reactiva;2;0
ES0339000001000019DQ;30/04/2014;Activa;1;367
ES0339000001000019DQ;30/04/2014;Activa;2;1759
ES0339000001000019DQ;30/04/2014;Potencia;1;8
ES0339000001000019DQ;30/04/2014;Potencia;2;7
ES0339000001000019DQ;30/04/2014;Reactiva;1;0
ES0339000001000019DQ;30/04/2014;Reactiva;2;0
ES0339000001000019DQ;31/03/2014;Activa;1;504
ES0339000001000019DQ;31/03/2014;Activa;2;2028
ES0339000001000019DQ;31/03/2014;Potencia;1;8
ES0339000001000019DQ;31/03/2014;Potencia;2;7
ES0339000001000019DQ;31/03/2014;Reactiva;1;0
ES0339000001000019DQ;31/03/2014;Reactiva;2;0
ES0339000001000019DQ;28/02/2014;Activa;1;594
ES0339000001000019DQ;28/02/2014;Activa;2;1970
ES0339000001000019DQ;28/02/2014;Potencia;1;9
ES0339000001000019DQ;28/02/2014;Potencia;2;10
ES0339000001000019DQ;28/02/2014;Reactiva;1;0
ES0339000001000019DQ;28/02/2014;Reactiva;2;0
ES0339000001000019DQ;31/01/2014;Activa;1;692
ES0339000001000019DQ;31/01/2014;Activa;2;2148
ES0339000001000019DQ;31/01/2014;Potencia;1;8
ES0339000001000019DQ;31/01/2014;Potencia;2;9
ES0339000001000019DQ;31/01/2014;Reactiva;1;0
ES0339000001000019DQ;31/01/2014;Reactiva;2;0
ES0339000001000019DQ;31/12/2013;Activa;1;922
ES0339000001000019DQ;31/12/2013;Activa;2;2689
ES0339000001000019DQ;31/12/2013;Potencia;1;10
ES0339000001000019DQ;31/12/2013;Potencia;2;9
ES0339000001000019DQ;31/12/2013;Reactiva;1;0
ES0339000001000019DQ;31/12/2013;Reactiva;2;0
ES0339000001000019DQ;30/11/2013;Activa;1;1020
ES0339000001000019DQ;30/11/2013;Activa;2;2835
ES0339000001000019DQ;30/11/2013;Potencia;1;11
ES0339000001000019DQ;30/11/2013;Potencia;2;9
ES0339000001000019DQ;30/11/2013;Reactiva;1;0
ES0339000001000019DQ;30/11/2013;Reactiva;2;0
ES0339000001000020DV;30/09/2015;Activa;1;11
ES0339000001000020DV;30/09/2015;Potencia;1;0
ES0339000001000020DV;30/09/2015;Reactiva;1;0
ES0339000001000020DV;31/08/2015;Activa;1;10
ES0339000001000020DV;31/08/2015;Potencia;1;0
ES0339000001000020DV;31/08/2015;Reactiva;1;0
ES0339000001000020DV;31/07/2015;Activa;1;10
ES0339000001000020DV;31/07/2015;Potencia;1;0
ES0339000001000020DV;31/07/2015;Reactiva;1;0
ES0339000001000020DV;30/06/2015;Activa;1;10
ES0339000001000020DV;30/06/2015;Potencia;1;0
ES0339000001000020DV;30/06/2015;Reactiva;1;0
ES0339000001000020DV;31/05/2015;Activa;1;10
ES0339000001000020DV;31/05/2015;Potencia;1;0
ES0339000001000020DV;31/05/2015;Reactiva;1;0
ES0339000001000020DV;30/04/2015;Activa;1;12
ES0339000001000020DV;30/04/2015;Potencia;1;0
ES0339000001000020DV;30/04/2015;Reactiva;1;0
ES0339000001000020DV;31/03/2015;Activa;1;19
ES0339000001000020DV;31/03/2015;Potencia;1;0
ES0339000001000020DV;31/03/2015;Reactiva;1;0
ES0339000001000020DV;28/02/2015;Activa;1;12
ES0339000001000020DV;28/02/2015;Potencia;1;0
ES0339000001000020DV;28/02/2015;Reactiva;1;0
ES0339000001000020DV;31/01/2015;Activa;1;15
ES0339000001000020DV;31/01/2015;Potencia;1;0
ES0339000001000020DV;31/01/2015;Reactiva;1;0
ES0339000001000020DV;31/12/2014;Activa;1;13
ES0339000001000020DV;31/12/2014;Potencia;1;0
ES0339000001000020DV;31/12/2014;Reactiva;1;0
ES0339000001000020DV;30/11/2014;Activa;1;13
ES0339000001000020DV;30/11/2014;Potencia;1;0
ES0339000001000020DV;30/11/2014;Reactiva;1;0
ES0339000001000020DV;31/10/2014;Activa;1;21
ES0339000001000020DV;31/10/2014;Potencia;1;0
ES0339000001000020DV;31/10/2014;Reactiva;1;0
ES0339000001000020DV;30/09/2014;Activa;1;17
ES0339000001000020DV;30/09/2014;Potencia;1;0
ES0339000001000020DV;30/09/2014;Reactiva;1;0
ES0339000001000020DV;31/08/2014;Activa;1;9
ES0339000001000020DV;31/08/2014;Potencia;1;0
ES0339000001000020DV;31/08/2014;Reactiva;1;0
ES0339000001000020DV;31/07/2014;Activa;1;10
ES0339000001000020DV;31/07/2014;Potencia;1;0
ES0339000001000020DV;31/07/2014;Reactiva;1;0
ES0339000001000020DV;30/06/2014;Activa;1;10
ES0339000001000020DV;30/06/2014;Potencia;1;0
ES0339000001000020DV;30/06/2014;Reactiva;1;0
ES0339000001000020DV;31/05/2014;Activa;1;31
ES0339000001000020DV;31/05/2014;Potencia;1;0
ES0339000001000020DV;31/05/2014;Reactiva;1;0
ES0339000001000020DV;30/04/2014;Activa;1;13
ES0339000001000020DV;30/04/2014;Potencia;1;0
ES0339000001000020DV;30/04/2014;Reactiva;1;0
ES0339000001000020DV;31/03/2014;Activa;1;13
ES0339000001000020DV;31/03/2014;Potencia;1;0
ES0339000001000020DV;31/03/2014;Reactiva;1;0
ES0339000001000020DV;28/02/2014;Activa;1;44
ES0339000001000020DV;28/02/2014;Potencia;1;0
ES0339000001000020DV;28/02/2014;Reactiva;1;0
ES0339000001000020DV;31/01/2014;Activa;1;22
ES0339000001000020DV;31/01/2014;Potencia;1;0
ES0339000001000020DV;31/01/2014;Reactiva;1;0
ES0339000001000020DV;31/12/2013;Activa;1;50
ES0339000001000020DV;31/12/2013;Potencia;1;0
ES0339000001000020DV;31/12/2013;Reactiva;1;0
ES0339000001000020DV;30/11/2013;Activa;1;29
ES0339000001000020DV;30/11/2013;Potencia;1;0
ES0339000001000020DV;30/11/2013;Reactiva;1;0
ES0339000001000021DH;30/09/2015;Activa;1;433
ES0339000001000021DH;30/09/2015;Activa;2;1417
ES0339000001000021DH;30/09/2015;Potencia;1;6
ES0339000001000021DH;30/09/2015;Potencia;2;6
ES0339000001000021DH;30/09/2015;Reactiva;1;0
ES0339000001000021DH;30/09/2015;Reactiva;2;0
ES0339000001000021DH;31/08/2015;Activa;1;332
ES0339000001000021DH;31/08/2015;Activa;2;1448
ES0339000001000021DH;31/08/2015;Potencia;1;6
ES0339000001000021DH;31/08/2015;Potencia;2;6
ES0339000001000021DH;31/08/2015;Reactiva;1;0
ES0339000001000021DH;31/08/2015;Reactiva;2;0
ES0339000001000021DH;31/07/2015;Activa;1;248
ES0339000001000021DH;31/07/2015;Activa;2;1401
ES0339000001000021DH;31/07/2015;Potencia;1;6
ES0339000001000021DH;31/07/2015;Potencia;2;6
ES0339000001000021DH;31/07/2015;Reactiva;1;0
ES0339000001000021DH;31/07/2015;Reactiva;2;0
ES0339000001000021DH;30/06/2015;Activa;1;224
ES0339000001000021DH;30/06/2015;Activa;2;1334
ES0339000001000021DH;30/06/2015;Potencia;1;6
ES0339000001000021DH;30/06/2015;Potencia;2;6
ES0339000001000021DH;30/06/2015;Reactiva;1;0
ES0339000001000021DH;30/06/2015;Reactiva;2;0
ES0339000001000021DH;31/05/2015;Activa;1;298
ES0339000001000021DH;31/05/2015;Activa;2;1408
ES0339000001000021DH;31/05/2015;Potencia;1;7
ES0339000001000021DH;31/05/2015;Potencia;2;7
ES0339000001000021DH;31/05/2015;Reactiva;1;0
ES0339000001000021DH;31/05/2015;Reactiva;2;0
ES0339000001000021DH;30/04/2015;Activa;1;372
ES0339000001000021DH;30/04/2015;Activa;2;1378
ES0339000001000021DH;30/04/2015;Potencia;1;6
ES0339000001000021DH;30/04/2015;Potencia;2;6
ES0339000001000021DH;30/04/2015;Reactiva;1;0
ES0339000001000021DH;30/04/2015;Reactiva;2;0
ES0339000001000021DH;31/03/2015;Activa;1;458
ES0339000001000021DH;31/03/2015;Activa;2;1504
ES0339000001000021DH;31/03/2015;Potencia;1;8
ES0339000001000021DH;31/03/2015;Potencia;2;8
ES0339000001000021DH;31/03/2015;Reactiva;1;0
ES0339000001000021DH;31/03/2015;Reactiva;2;0
ES0339000001000021DH;28/02/2015;Activa;1;553
ES0339000001000021DH;28/02/2015;Activa;2;1553
ES0339000001000021DH;28/02/2015;Potencia;1;9
ES0339000001000021DH;28/02/2015;Potencia;2;9
ES0339000001000021DH;28/02/2015;Reactiva;1;0
ES0339000001000021DH;28/02/2015;Reactiva;2;0
ES0339000001000021DH;31/01/2015;Activa;1;884
ES0339000001000021DH;31/01/2015;Activa;2;2105
ES0339000001000021DH;31/01/2015;Potencia;1;9
ES0339000001000021DH;31/01/2015;Potencia;2;9
ES0339000001000021DH;31/01/2015;Reactiva;1;0
ES0339000001000021DH;31/01/2015;Reactiva;2;0
ES0339000001000021DH;31/12/2014;Activa;1;980
ES0339000001000021DH;31/12/2014;Activa;2;2099
ES0339000001000021DH;31/12/2014;Potencia;1;10
ES0339000001000021DH;31/12/2014;Potencia;2;10
ES0339000001000021DH;31/12/2014;Reactiva;1;0
ES0339000001000021DH;31/12/2014;Reactiva;2;0
ES0339000001000021DH;30/11/2014;Activa;1;927
ES0339000001000021DH;30/11/2014;Activa;2;2012
ES0339000001000021DH;30/11/2014;Potencia;1;9
ES0339000001000021DH;30/11/2014;Potencia;2;9
ES0339000001000021DH;30/11/2014;Reactiva;1;0
ES0339000001000021DH;30/11/2014;Reactiva;2;0
ES0339000001000021DH;31/10/2014;Activa;1;841
ES0339000001000021DH;31/10/2014;Activa;2;1975
ES0339000001000021DH;31/10/2014;Potencia;1;9
ES0339000001000021DH;31/10/2014;Potencia;2;9
ES0339000001000021DH;31/10/2014;Reactiva;1;0
ES0339000001000021DH;31/10/2014;Reactiva;2;0
ES0339000001000021DH;30/09/2014;Activa;1;609
ES0339000001000021DH;30/09/2014;Activa;2;1794
ES0339000001000021DH;30/09/2014;Potencia;1;9
ES0339000001000021DH;30/09/2014;Potencia;2;9
ES0339000001000021DH;30/09/2014;Reactiva;1;0
ES0339000001000021DH;30/09/2014;Reactiva;2;0
ES0339000001000021DH;31/08/2014;Activa;1;448
ES0339000001000021DH;31/08/2014;Activa;2;1795
ES0339000001000021DH;31/08/2014;Potencia;1;9
ES0339000001000021DH;31/08/2014;Potencia;2;9
ES0339000001000021DH;31/08/2014;Reactiva;1;0
ES0339000001000021DH;31/08/2014;Reactiva;2;0
ES0339000001000021DH;31/07/2014;Activa;1;314
ES0339000001000021DH;31/07/2014;Activa;2;1699
ES0339000001000021DH;31/07/2014;Potencia;1;9
ES0339000001000021DH;31/07/2014;Potencia;2;9
ES0339000001000021DH;31/07/2014;Reactiva;1;0
ES0339000001000021DH;31/07/2014;Reactiva;2;0
ES0339000001000021DH;30/06/2014;Activa;1;288
ES0339000001000021DH;30/06/2014;Activa;2;1576
ES0339000001000021DH;30/06/2014;Potencia;1;9
ES0339000001000021DH;30/06/2014;Potencia;2;9
ES0339000001000021DH;30/06/2014;Reactiva;1;0
ES0339000001000021DH;30/06/2014;Reactiva;2;0
ES0339000001000021DH;31/05/2014;Activa;1;386
ES0339000001000021DH;31/05/2014;Activa;2;1679
ES0339000001000021DH;31/05/2014;Potencia;1;9
ES0339000001000021DH;31/05/2014;Potencia;2;9
ES0339000001000021DH;31/05/2014;Reactiva;1;0
ES0339000001000021DH;31/05/2014;Reactiva;2;0
ES0339000001000021DH;30/04/2014;Activa;1;502
ES0339000001000021DH;30/04/2014;Activa;2;1776
ES0339000001000021DH;30/04/2014;Potencia;1;9
ES0339000001000021DH;30/04/2014;Potencia;2;9
ES0339000001000021DH;30/04/2014;Reactiva;1;0
ES0339000001000021DH;30/04/2014;Reactiva;2;0
ES0339000001000021DH;31/03/2014;Activa;1;625
ES0339000001000021DH;31/03/2014;Activa;2;2024
ES0339000001000021DH;31/03/2014;Potencia;1;9
ES0339000001000021DH;31/03/2014;Potencia;2;9
ES0339000001000021DH;31/03/2014;Reactiva;1;0
ES0339000001000021DH;31/03/2014;Reactiva;2;0
ES0339000001000021DH;28/02/2014;Activa;1;674
ES0339000001000021DH;28/02/2014;Activa;2;1908
ES0339000001000021DH;28/02/2014;Potencia;1;9
ES0339000001000021DH;28/02/2014;Potencia;2;9
ES0339000001000021DH;28/02/2014;Reactiva;1;0
ES0339000001000021DH;28/02/2014;Reactiva;2;0
ES0339000001000021DH;31/01/2014;Activa;1;972
ES0339000001000021DH;31/01/2014;Activa;2;2274
ES0339000001000021DH;31/01/2014;Potencia;1;10
ES0339000001000021DH;31/01/2014;Potencia;2;10
ES0339000001000021DH;31/01/2014;Reactiva;1;0
ES0339000001000021DH;31/01/2014;Reactiva;2;0
ES0339000001000021DH;31/12/2013;Activa;1;1002
ES0339000001000021DH;31/12/2013;Activa;2;2172
ES0339000001000021DH;31/12/2013;Potencia;1;0
ES0339000001000021DH;31/12/2013;Potencia;2;0
ES0339000001000021DH;31/12/2013;Reactiva;1;0
ES0339000001000021DH;31/12/2013;Reactiva;2;0
ES0339000001000021DH;30/11/2013;Activa;1;909
ES0339000001000021DH;30/11/2013;Activa;2;1949
ES0339000001000021DH;30/11/2013;Potencia;1;9
ES0339000001000021DH;30/11/2013;Potencia;2;9
ES0339000001000021DH;30/11/2013;Reactiva;1;0
ES0339000001000021DH;30/11/2013;Reactiva;2;0
ES0339000001000022DL;30/09/2015;Activa;1;30
ES0339000001000022DL;30/09/2015;Potencia;1;0
ES0339000001000022DL;30/09/2015;Reactiva;1;0
ES0339000001000022DL;31/08/2015;Activa;1;0
ES0339000001000022DL;31/08/2015;Potencia;1;0
ES0339000001000022DL;31/08/2015;Reactiva;1;0
ES0339000001000022DL;31/07/2015;Activa;1;2
ES0339000001000022DL;31/07/2015;Potencia;1;0
ES0339000001000022DL;31/07/2015;Reactiva;1;0
ES0339000001000022DL;30/06/2015;Activa;1;70
ES0339000001000022DL;30/06/2015;Potencia;1;0
ES0339000001000022DL;30/06/2015;Reactiva;1;0
ES0339000001000022DL;31/05/2015;Activa;1;56
ES0339000001000022DL;31/05/2015;Potencia;1;0
ES0339000001000022DL;31/05/2015;Reactiva;1;0
ES0339000001000022DL;30/04/2015;Activa;1;117
ES0339000001000022DL;30/04/2015;Potencia;1;0
ES0339000001000022DL;30/04/2015;Reactiva;1;0
ES0339000001000022DL;31/03/2015;Activa;1;25
ES0339000001000022DL;31/03/2015;Potencia;1;0
ES0339000001000022DL;31/03/2015;Reactiva;1;0
ES0339000001000022DL;28/02/2015;Activa;1;79
ES0339000001000022DL;28/02/2015;Potencia;1;0
ES0339000001000022DL;28/02/2015;Reactiva;1;0
ES0339000001000022DL;31/01/2015;Activa;1;171
ES0339000001000022DL;31/01/2015;Potencia;1;0
ES0339000001000022DL;31/01/2015;Reactiva;1;0
ES0339000001000022DL;31/12/2014;Activa;1;560
ES0339000001000022DL;31/12/2014;Potencia;1;0
ES0339000001000022DL;31/12/2014;Reactiva;1;0
ES0339000001000022DL;30/11/2014;Activa;1;358
ES0339000001000022DL;30/11/2014;Potencia;1;0
ES0339000001000022DL;30/11/2014;Reactiva;1;0
ES0339000001000022DL;31/10/2014;Activa;1;358
ES0339000001000022DL;31/10/2014;Potencia;1;0
ES0339000001000022DL;31/10/2014;Reactiva;1;0
ES0339000001000022DL;30/09/2014;Activa;1;301
ES0339000001000022DL;30/09/2014;Potencia;1;0
ES0339000001000022DL;30/09/2014;Reactiva;1;0
ES0339000001000022DL;31/08/2014;Activa;1;173
ES0339000001000022DL;31/08/2014;Potencia;1;0
ES0339000001000022DL;31/08/2014;Reactiva;1;0
ES0339000001000022DL;31/07/2014;Activa;1;170
ES0339000001000022DL;31/07/2014;Potencia;1;0
ES0339000001000022DL;31/07/2014;Reactiva;1;0
ES0339000001000022DL;30/06/2014;Activa;1;258
ES0339000001000022DL;30/06/2014;Potencia;1;0
ES0339000001000022DL;30/06/2014;Reactiva;1;0
ES0339000001000022DL;31/05/2014;Activa;1;297
ES0339000001000022DL;31/05/2014;Potencia;1;0
ES0339000001000022DL;31/05/2014;Reactiva;1;0
ES0339000001000022DL;30/04/2014;Activa;1;338
ES0339000001000022DL;30/04/2014;Potencia;1;0
ES0339000001000022DL;30/04/2014;Reactiva;1;0
ES0339000001000022DL;31/03/2014;Activa;1;477
ES0339000001000022DL;31/03/2014;Potencia;1;0
ES0339000001000022DL;31/03/2014;Reactiva;1;0
ES0339000001000022DL;28/02/2014;Activa;1;700
ES0339000001000022DL;28/02/2014;Potencia;1;0
ES0339000001000022DL;28/02/2014;Reactiva;1;0
ES0339000001000022DL;31/01/2014;Activa;1;717
ES0339000001000022DL;31/01/2014;Potencia;1;0
ES0339000001000022DL;31/01/2014;Reactiva;1;0
ES0339000001000022DL;31/12/2013;Activa;1;570
ES0339000001000022DL;31/12/2013;Potencia;1;0
ES0339000001000022DL;31/12/2013;Reactiva;1;0
ES0339000001000022DL;30/11/2013;Activa;1;599
ES0339000001000022DL;30/11/2013;Potencia;1;0
ES0339000001000022DL;30/11/2013;Reactiva;1;0
ES0339000001000024DK;30/09/2015;Activa;1;1778
ES0339000001000024DK;30/09/2015;Potencia;1;15
ES0339000001000024DK;30/09/2015;Reactiva;1;0
ES0339000001000024DK;31/08/2015;Activa;1;565
ES0339000001000024DK;31/08/2015;Potencia;1;4
ES0339000001000024DK;31/08/2015;Reactiva;1;0
ES0339000001000024DK;31/07/2015;Activa;1;556
ES0339000001000024DK;31/07/2015;Potencia;1;3
ES0339000001000024DK;31/07/2015;Reactiva;1;0
ES0339000001000024DK;30/06/2015;Activa;1;1794
ES0339000001000024DK;30/06/2015;Potencia;1;15
ES0339000001000024DK;30/06/2015;Reactiva;1;0
ES0339000001000024DK;31/05/2015;Activa;1;1810
ES0339000001000024DK;31/05/2015;Potencia;1;15
ES0339000001000024DK;31/05/2015;Reactiva;1;0
ES0339000001000024DK;30/04/2015;Activa;1;2012
ES0339000001000024DK;30/04/2015;Potencia;1;18
ES0339000001000024DK;30/04/2015;Reactiva;1;0
ES0339000001000024DK;31/03/2015;Activa;1;3702
ES0339000001000024DK;31/03/2015;Potencia;1;39
ES0339000001000024DK;31/03/2015;Reactiva;1;0
ES0339000001000024DK;28/02/2015;Activa;1;5049
ES0339000001000024DK;28/02/2015;Potencia;1;48
ES0339000001000024DK;28/02/2015;Reactiva;1;0
ES0339000001000024DK;31/01/2015;Activa;1;4143
ES0339000001000024DK;31/01/2015;Potencia;1;44
ES0339000001000024DK;31/01/2015;Reactiva;1;0
ES0339000001000024DK;31/12/2014;Activa;1;3327
ES0339000001000024DK;31/12/2014;Potencia;1;36
ES0339000001000024DK;31/12/2014;Reactiva;1;0
ES0339000001000024DK;30/11/2014;Activa;1;68608
ES0339000001000024DK;30/11/2014;Potencia;1;30
ES0339000001000024DK;30/11/2014;Reactiva;1;0
ES0339000001000024DK;31/10/2014;Activa;1;483
ES0339000001000024DK;31/10/2014;Potencia;1;0
ES0339000001000024DK;31/10/2014;Reactiva;1;0
ES0339000001000024DK;30/09/2014;Activa;1;334
ES0339000001000024DK;30/09/2014;Potencia;1;0
ES0339000001000024DK;30/09/2014;Reactiva;1;0
ES0339000001000024DK;31/08/2014;Activa;1;4
ES0339000001000024DK;31/08/2014;Potencia;1;0
ES0339000001000024DK;31/08/2014;Reactiva;1;0
ES0339000001000024DK;31/07/2014;Activa;1;4
ES0339000001000024DK;31/07/2014;Potencia;1;0
ES0339000001000024DK;31/07/2014;Reactiva;1;0
ES0339000001000024DK;30/06/2014;Activa;1;329
ES0339000001000024DK;30/06/2014;Potencia;1;0
ES0339000001000024DK;30/06/2014;Reactiva;1;0
ES0339000001000024DK;31/05/2014;Activa;1;485
ES0339000001000024DK;31/05/2014;Potencia;1;0
ES0339000001000024DK;31/05/2014;Reactiva;1;0
ES0339000001000024DK;30/04/2014;Activa;1;387
ES0339000001000024DK;30/04/2014;Potencia;1;0
ES0339000001000024DK;30/04/2014;Reactiva;1;0
ES0339000001000024DK;31/03/2014;Activa;1;473
ES0339000001000024DK;31/03/2014;Potencia;1;0
ES0339000001000024DK;31/03/2014;Reactiva;1;0
ES0339000001000024DK;28/02/2014;Activa;1;399
ES0339000001000024DK;28/02/2014;Potencia;1;0
ES0339000001000024DK;28/02/2014;Reactiva;1;0
ES0339000001000024DK;31/01/2014;Activa;1;419
ES0339000001000024DK;31/01/2014;Potencia;1;0
ES0339000001000024DK;31/01/2014;Reactiva;1;0
ES0339000001000024DK;31/12/2013;Activa;1;334
ES0339000001000024DK;31/12/2013;Potencia;1;0
ES0339000001000024DK;31/12/2013;Reactiva;1;0
ES0339000001000024DK;30/11/2013;Activa;1;421
ES0339000001000024DK;30/11/2013;Potencia;1;0
ES0339000001000024DK;30/11/2013;Reactiva;1;0
ES0339000001000026XT;30/09/2015;Activa;1;440
ES0339000001000026XT;30/09/2015;Activa;2;1715
ES0339000001000026XT;30/09/2015;Potencia;1;7
ES0339000001000026XT;30/09/2015;Potencia;2;6
ES0339000001000026XT;30/09/2015;Reactiva;1;0
ES0339000001000026XT;30/09/2015;Reactiva;2;0
ES0339000001000026XT;31/08/2015;Activa;1;286
